-49.9,25.1,1
-40.2,-0.9
-34.2,-17.7
-26.7,-37.6
-19.0,-59.2
-11.6,-78.6,2
11.3,-93.7
30.2,-89.4
64.5,-52.0
43.5,6.8,3
35.5,27.6
24.0,49.9
2.1,68.5,4
-9.2,54.3
23.8,-35.3,5
36.2,-61.9
35.2,-35.9,6
